"date","datatype","station","attributes","value"
"2020-04-27T00:00:00","PRCP","GHCND:ASN00085279",",,a,",2.6
"2020-04-27T00:00:00","TMAX","GHCND:ASN00085279",",,a,",17.5
"2020-04-27T00:00:00","TMIN","GHCND:ASN00085279",",,a,",5.7
"2020-04-28T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-04-28T00:00:00","TMAX","GHCND:ASN00085279",",,a,",20.1
"2020-04-28T00:00:00","TMIN","GHCND:ASN00085279",",,a,",2.9
"2020-04-29T00:00:00","PRCP","GHCND:ASN00085279",",,a,",3.2
"2020-04-29T00:00:00","TMAX","GHCND:ASN00085279",",,a,",22.5
"2020-04-29T00:00:00","TMIN","GHCND:ASN00085279",",,a,",9.6
"2020-04-30T00:00:00","PRCP","GHCND:ASN00085279",",,a,",28.8
"2020-04-30T00:00:00","TMAX","GHCND:ASN00085279",",,a,",11.2
"2020-04-30T00:00:00","TMIN","GHCND:ASN00085279",",,a,",9.2
"2020-05-01T00:00:00","PRCP","GHCND:ASN00085279",",,a,",2.4
"2020-05-01T00:00:00","TMAX","GHCND:ASN00085279",",,a,",14.2
"2020-05-01T00:00:00","TMIN","GHCND:ASN00085279",",,a,",8.5
"2020-05-02T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.8
"2020-05-02T00:00:00","TMAX","GHCND:ASN00085279",",,a,",13.8
"2020-05-02T00:00:00","TMIN","GHCND:ASN00085279",",,a,",9
"2020-05-03T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.2
"2020-05-03T00:00:00","TMAX","GHCND:ASN00085279",",,a,",15.7
"2020-05-03T00:00:00","TMIN","GHCND:ASN00085279",",,a,",9.3
"2020-05-04T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-05-04T00:00:00","TMAX","GHCND:ASN00085279",",,a,",14
"2020-05-04T00:00:00","TMIN","GHCND:ASN00085279",",,a,",9.5
"2020-05-05T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-05-05T00:00:00","TMAX","GHCND:ASN00085279",",,a,",18.7
"2020-05-05T00:00:00","TMIN","GHCND:ASN00085279",",,a,",5.6
"2020-05-06T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.2
"2020-05-06T00:00:00","TMAX","GHCND:ASN00085279",",,a,",19.4
"2020-05-06T00:00:00","TMIN","GHCND:ASN00085279",",,a,",4.9
"2020-05-07T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.2
"2020-05-07T00:00:00","TMAX","GHCND:ASN00085279",",,a,",23.4
"2020-05-07T00:00:00","TMIN","GHCND:ASN00085279",",,a,",10.1
"2020-05-08T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-05-08T00:00:00","TMAX","GHCND:ASN00085279",",,a,",22.8
"2020-05-08T00:00:00","TMIN","GHCND:ASN00085279",",,a,",9.9
"2020-05-09T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-05-09T00:00:00","TMAX","GHCND:ASN00085279",",,a,",19.7
"2020-05-09T00:00:00","TMIN","GHCND:ASN00085279",",,a,",6.1
"2020-05-10T00:00:00","PRCP","GHCND:ASN00085279",",,a,",3.2
"2020-05-10T00:00:00","TMAX","GHCND:ASN00085279",",,a,",13.8
"2020-05-10T00:00:00","TMIN","GHCND:ASN00085279",",,a,",4.8
"2020-05-11T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-05-11T00:00:00","TMAX","GHCND:ASN00085279",",,a,",17.3
"2020-05-11T00:00:00","TMIN","GHCND:ASN00085279",",,a,",6.5
"2020-05-12T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-05-12T00:00:00","TMAX","GHCND:ASN00085279",",,a,",15.7
"2020-05-12T00:00:00","TMIN","GHCND:ASN00085279",",,a,",3.3
"2020-05-13T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-05-13T00:00:00","TMAX","GHCND:ASN00085279",",,a,",12.1
"2020-05-13T00:00:00","TMIN","GHCND:ASN00085279",",,a,",6.7
"2020-05-14T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.2
"2020-05-14T00:00:00","TMAX","GHCND:ASN00085279",",,a,",14.8
"2020-05-14T00:00:00","TMIN","GHCND:ASN00085279",",,a,",4.1
"2020-05-15T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.2
"2020-05-15T00:00:00","TMAX","GHCND:ASN00085279",",,a,",14.9
"2020-05-15T00:00:00","TMIN","GHCND:ASN00085279",",,a,",0.6
"2020-05-16T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-05-16T00:00:00","TMAX","GHCND:ASN00085279",",,a,",16.7
"2020-05-16T00:00:00","TMIN","GHCND:ASN00085279",",,a,",1.3
"2020-05-17T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-05-17T00:00:00","TMAX","GHCND:ASN00085279",",,a,",16.5
"2020-05-17T00:00:00","TMIN","GHCND:ASN00085279",",,a,",2.4
"2020-05-18T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.2
"2020-05-18T00:00:00","TMAX","GHCND:ASN00085279",",,a,",18.1
"2020-05-18T00:00:00","TMIN","GHCND:ASN00085279",",,a,",1.2
"2020-05-19T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-05-19T00:00:00","TMAX","GHCND:ASN00085279",",,a,",21.4
"2020-05-19T00:00:00","TMIN","GHCND:ASN00085279",",,a,",3.8
"2020-05-20T00:00:00","PRCP","GHCND:ASN00085279",",,a,",7.4
"2020-05-20T00:00:00","TMAX","GHCND:ASN00085279",",,a,",18.3
"2020-05-20T00:00:00","TMIN","GHCND:ASN00085279",",,a,",7.3
"2020-05-21T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-05-21T00:00:00","TMAX","GHCND:ASN00085279",",,a,",11.9
"2020-05-21T00:00:00","TMIN","GHCND:ASN00085279",",,a,",8.4
"2020-05-22T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.2
"2020-05-22T00:00:00","TMAX","GHCND:ASN00085279",",,a,",13.5
"2020-05-22T00:00:00","TMIN","GHCND:ASN00085279",",,a,",7.5
"2020-05-23T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-05-23T00:00:00","TMAX","GHCND:ASN00085279",",,a,",14.2
"2020-05-23T00:00:00","TMIN","GHCND:ASN00085279",",,a,",8.1
"2020-05-24T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.6
"2020-05-24T00:00:00","TMAX","GHCND:ASN00085279",",,a,",14.8
"2020-05-24T00:00:00","TMIN","GHCND:ASN00085279",",,a,",8.7
"2020-05-25T00:00:00","PRCP","GHCND:ASN00085279",",,a,",1.6
"2020-05-25T00:00:00","TMAX","GHCND:ASN00085279",",,a,",13.7
"2020-05-25T00:00:00","TMIN","GHCND:ASN00085279",",,a,",9
"2020-05-26T00:00:00","PRCP","GHCND:ASN00085279",",,a,",4.4
"2020-05-26T00:00:00","TMAX","GHCND:ASN00085279",",,a,",15.8
"2020-05-26T00:00:00","TMIN","GHCND:ASN00085279",",,a,",3.6
"2020-05-27T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.2
"2020-05-27T00:00:00","TMAX","GHCND:ASN00085279",",,a,",19.4
"2020-05-27T00:00:00","TMIN","GHCND:ASN00085279",",,a,",3.7
"2020-05-28T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-05-28T00:00:00","TMAX","GHCND:ASN00085279",",,a,",18.2
"2020-05-28T00:00:00","TMIN","GHCND:ASN00085279",",,a,",7.6
"2020-05-29T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-05-29T00:00:00","TMAX","GHCND:ASN00085279",",,a,",18.1
"2020-05-29T00:00:00","TMIN","GHCND:ASN00085279",",,a,",4.5
"2020-05-30T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.2
"2020-05-30T00:00:00","TMAX","GHCND:ASN00085279",",,a,",17.5
"2020-05-30T00:00:00","TMIN","GHCND:ASN00085279",",,a,",1.6
"2020-05-31T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-05-31T00:00:00","TMAX","GHCND:ASN00085279",",,a,",19.3
"2020-05-31T00:00:00","TMIN","GHCND:ASN00085279",",,a,",7.4
"2020-06-01T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-06-01T00:00:00","TMAX","GHCND:ASN00085279",",,a,",14.4
"2020-06-01T00:00:00","TMIN","GHCND:ASN00085279",",,a,",7.8
"2020-06-02T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-06-02T00:00:00","TMAX","GHCND:ASN00085279",",,a,",15.9
"2020-06-02T00:00:00","TMIN","GHCND:ASN00085279",",,a,",5.2
"2020-06-03T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.6
"2020-06-03T00:00:00","TMAX","GHCND:ASN00085279",",,a,",14
"2020-06-03T00:00:00","TMIN","GHCND:ASN00085279",",,a,",9.1
"2020-06-04T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-06-04T00:00:00","TMAX","GHCND:ASN00085279",",,a,",13
"2020-06-04T00:00:00","TMIN","GHCND:ASN00085279",",,a,",8.2
"2020-06-05T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.2
"2020-06-05T00:00:00","TMAX","GHCND:ASN00085279",",,a,",14.1
"2020-06-05T00:00:00","TMIN","GHCND:ASN00085279",",,a,",1
"2020-06-06T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-06-06T00:00:00","TMAX","GHCND:ASN00085279",",,a,",14.5
"2020-06-06T00:00:00","TMIN","GHCND:ASN00085279",",,a,",5.4
"2020-06-07T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-06-07T00:00:00","TMAX","GHCND:ASN00085279",",,a,",12.5
"2020-06-07T00:00:00","TMIN","GHCND:ASN00085279",",,a,",4.6
"2020-06-08T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-06-08T00:00:00","TMAX","GHCND:ASN00085279",",,a,",13.2
"2020-06-08T00:00:00","TMIN","GHCND:ASN00085279",",,a,",4.3
"2020-06-09T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-06-09T00:00:00","TMAX","GHCND:ASN00085279",",,a,",14.1
"2020-06-09T00:00:00","TMIN","GHCND:ASN00085279",",,a,",-0.7
"2020-06-10T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-06-10T00:00:00","TMAX","GHCND:ASN00085279",",,a,",16
"2020-06-10T00:00:00","TMIN","GHCND:ASN00085279",",,a,",0.6
"2020-06-11T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-06-11T00:00:00","TMAX","GHCND:ASN00085279",",,a,",14.6
"2020-06-11T00:00:00","TMIN","GHCND:ASN00085279",",,a,",2.4
"2020-06-12T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.2
"2020-06-12T00:00:00","TMAX","GHCND:ASN00085279",",,a,",15.3
"2020-06-12T00:00:00","TMIN","GHCND:ASN00085279",",,a,",0.8
"2020-06-13T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-06-13T00:00:00","TMAX","GHCND:ASN00085279",",,a,",18.9
"2020-06-13T00:00:00","TMIN","GHCND:ASN00085279",",,a,",1.5
"2020-06-14T00:00:00","PRCP","GHCND:ASN00085279",",,a,",1.4
"2020-06-14T00:00:00","TMAX","GHCND:ASN00085279",",,a,",16.2
"2020-06-14T00:00:00","TMIN","GHCND:ASN00085279",",,a,",7.3
"2020-06-15T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-06-15T00:00:00","TMAX","GHCND:ASN00085279",",,a,",19.8
"2020-06-15T00:00:00","TMIN","GHCND:ASN00085279",",,a,",9.4
"2020-06-16T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-06-16T00:00:00","TMAX","GHCND:ASN00085279",",,a,",20.1
"2020-06-16T00:00:00","TMIN","GHCND:ASN00085279",",,a,",9.6
"2020-06-17T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-06-17T00:00:00","TMAX","GHCND:ASN00085279",",,a,",13.9
"2020-06-17T00:00:00","TMIN","GHCND:ASN00085279",",,a,",8.7
"2020-06-18T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.2
"2020-06-18T00:00:00","TMAX","GHCND:ASN00085279",",,a,",15.1
"2020-06-18T00:00:00","TMIN","GHCND:ASN00085279",",,a,",0.3
"2020-06-19T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-06-19T00:00:00","TMAX","GHCND:ASN00085279",",,a,",20.3
"2020-06-19T00:00:00","TMIN","GHCND:ASN00085279",",,a,",0.7
"2020-06-20T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-06-20T00:00:00","TMAX","GHCND:ASN00085279",",,a,",13.1
"2020-06-20T00:00:00","TMIN","GHCND:ASN00085279",",,a,",6.1
"2020-06-21T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.2
"2020-06-21T00:00:00","TMAX","GHCND:ASN00085279",",,a,",15.7
"2020-06-21T00:00:00","TMIN","GHCND:ASN00085279",",,a,",5.6
"2020-06-22T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.2
"2020-06-22T00:00:00","TMAX","GHCND:ASN00085279",",,a,",13.8
"2020-06-22T00:00:00","TMIN","GHCND:ASN00085279",",,a,",5.3
"2020-06-23T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.4
"2020-06-23T00:00:00","TMAX","GHCND:ASN00085279",",,a,",14.3
"2020-06-23T00:00:00","TMIN","GHCND:ASN00085279",",,a,",7.7
"2020-06-24T00:00:00","PRCP","GHCND:ASN00085279",",,a,",6.8
"2020-06-24T00:00:00","TMAX","GHCND:ASN00085279",",,a,",16.8
"2020-06-24T00:00:00","TMIN","GHCND:ASN00085279",",,a,",8.9
"2020-06-25T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.6
"2020-06-25T00:00:00","TMAX","GHCND:ASN00085279",",,a,",16.8
"2020-06-25T00:00:00","TMIN","GHCND:ASN00085279",",,a,",4.7
"2020-06-26T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-06-26T00:00:00","TMAX","GHCND:ASN00085279",",,a,",13.7
"2020-06-26T00:00:00","TMIN","GHCND:ASN00085279",",,a,",4.6
"2020-06-27T00:00:00","PRCP","GHCND:ASN00085279",",,a,",1
"2020-06-27T00:00:00","TMAX","GHCND:ASN00085279",",,a,",13.4
"2020-06-27T00:00:00","TMIN","GHCND:ASN00085279",",,a,",3.3
"2020-06-28T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-06-28T00:00:00","TMAX","GHCND:ASN00085279",",,a,",12.7
"2020-06-28T00:00:00","TMIN","GHCND:ASN00085279",",,a,",-1.1
"2020-06-29T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.2
"2020-06-29T00:00:00","TMAX","GHCND:ASN00085279",",,a,",12.6
"2020-06-29T00:00:00","TMIN","GHCND:ASN00085279",",,a,",-0.3
"2020-06-30T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-06-30T00:00:00","TMAX","GHCND:ASN00085279",",,a,",16.7
"2020-06-30T00:00:00","TMIN","GHCND:ASN00085279",",,a,",-1.1
"2020-07-01T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.4
"2020-07-01T00:00:00","TMAX","GHCND:ASN00085279",",,a,",20
"2020-07-01T00:00:00","TMIN","GHCND:ASN00085279",",,a,",3.9
"2020-07-02T00:00:00","PRCP","GHCND:ASN00085279",",,a,",3.4
"2020-07-02T00:00:00","TMAX","GHCND:ASN00085279",",,a,",15.7
"2020-07-02T00:00:00","TMIN","GHCND:ASN00085279",",,a,",8.7
"2020-07-03T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-07-03T00:00:00","TMAX","GHCND:ASN00085279",",,a,",14
"2020-07-03T00:00:00","TMIN","GHCND:ASN00085279",",,a,",3
"2020-07-04T00:00:00","PRCP","GHCND:ASN00085279",",,a,",8.4
"2020-07-04T00:00:00","TMAX","GHCND:ASN00085279",",,a,",13.6
"2020-07-04T00:00:00","TMIN","GHCND:ASN00085279",",,a,",3.7
"2020-07-05T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-07-05T00:00:00","TMAX","GHCND:ASN00085279",",,a,",13.8
"2020-07-05T00:00:00","TMIN","GHCND:ASN00085279",",,a,",7.7
"2020-07-06T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.2
"2020-07-06T00:00:00","TMAX","GHCND:ASN00085279",",,a,",13.9
"2020-07-06T00:00:00","TMIN","GHCND:ASN00085279",",,a,",7.3
"2020-07-07T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-07-07T00:00:00","TMAX","GHCND:ASN00085279",",,a,",13.9
"2020-07-07T00:00:00","TMIN","GHCND:ASN00085279",",,a,",7.8
"2020-07-08T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-07-08T00:00:00","TMAX","GHCND:ASN00085279",",,a,",14.3
"2020-07-08T00:00:00","TMIN","GHCND:ASN00085279",",,a,",1
"2020-07-09T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.2
"2020-07-09T00:00:00","TMAX","GHCND:ASN00085279",",,a,",14.9
"2020-07-09T00:00:00","TMIN","GHCND:ASN00085279",",,a,",-0.1
"2020-07-10T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-07-10T00:00:00","TMAX","GHCND:ASN00085279",",,a,",12.8
"2020-07-10T00:00:00","TMIN","GHCND:ASN00085279",",,a,",2
"2020-07-11T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-07-11T00:00:00","TMAX","GHCND:ASN00085279",",,a,",13.7
"2020-07-11T00:00:00","TMIN","GHCND:ASN00085279",",,a,",5
"2020-07-12T00:00:00","PRCP","GHCND:ASN00085279",",,a,",2.6
"2020-07-12T00:00:00","TMAX","GHCND:ASN00085279",",,a,",12.9
"2020-07-12T00:00:00","TMIN","GHCND:ASN00085279",",,a,",8.3
"2020-07-13T00:00:00","PRCP","GHCND:ASN00085279",",,a,",25.8
"2020-07-13T00:00:00","TMAX","GHCND:ASN00085279",",,a,",14.4
"2020-07-13T00:00:00","TMIN","GHCND:ASN00085279",",,a,",9.1
"2020-07-14T00:00:00","PRCP","GHCND:ASN00085279",",,a,",5.6
"2020-07-14T00:00:00","TMAX","GHCND:ASN00085279",",,a,",12.7
"2020-07-14T00:00:00","TMIN","GHCND:ASN00085279",",,a,",6.6
"2020-07-15T00:00:00","PRCP","GHCND:ASN00085279",",,a,",5.2
"2020-07-15T00:00:00","TMAX","GHCND:ASN00085279",",,a,",12.7
"2020-07-15T00:00:00","TMIN","GHCND:ASN00085279",",,a,",6.9
"2020-07-16T00:00:00","PRCP","GHCND:ASN00085279",",,a,",2
"2020-07-16T00:00:00","TMAX","GHCND:ASN00085279",",,a,",12.6
"2020-07-16T00:00:00","TMIN","GHCND:ASN00085279",",,a,",6.5
"2020-07-17T00:00:00","PRCP","GHCND:ASN00085279",",,a,",1.8
"2020-07-17T00:00:00","TMAX","GHCND:ASN00085279",",,a,",14
"2020-07-17T00:00:00","TMIN","GHCND:ASN00085279",",,a,",7.1
"2020-07-18T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.2
"2020-07-18T00:00:00","TMAX","GHCND:ASN00085279",",,a,",13.7
"2020-07-18T00:00:00","TMIN","GHCND:ASN00085279",",,a,",1.7
"2020-07-19T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.2
"2020-07-19T00:00:00","TMAX","GHCND:ASN00085279",",,a,",18.2
"2020-07-19T00:00:00","TMIN","GHCND:ASN00085279",",,a,",5.9
"2020-07-20T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.6
"2020-07-20T00:00:00","TMAX","GHCND:ASN00085279",",,a,",14.3
"2020-07-20T00:00:00","TMIN","GHCND:ASN00085279",",,a,",7.3
"2020-07-21T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-07-21T00:00:00","TMAX","GHCND:ASN00085279",",,a,",13.1
"2020-07-21T00:00:00","TMIN","GHCND:ASN00085279",",,a,",4.7
"2020-07-22T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.2
"2020-07-22T00:00:00","TMAX","GHCND:ASN00085279",",,a,",13.8
"2020-07-22T00:00:00","TMIN","GHCND:ASN00085279",",,a,",3.4
"2020-07-23T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-07-23T00:00:00","TMAX","GHCND:ASN00085279",",,a,",11.6
"2020-07-23T00:00:00","TMIN","GHCND:ASN00085279",",,a,",5
"2020-07-24T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-07-24T00:00:00","TMAX","GHCND:ASN00085279",",,a,",11.9
"2020-07-24T00:00:00","TMIN","GHCND:ASN00085279",",,a,",-1.3
"2020-07-25T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-07-25T00:00:00","TMAX","GHCND:ASN00085279",",,a,",13.2
"2020-07-25T00:00:00","TMIN","GHCND:ASN00085279",",,a,",-1.2
"2020-07-26T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.2
"2020-07-26T00:00:00","TMAX","GHCND:ASN00085279",",,a,",12.9
"2020-07-26T00:00:00","TMIN","GHCND:ASN00085279",",,a,",3.3
"2020-07-27T00:00:00","PRCP","GHCND:ASN00085279",",,a,",10
"2020-07-27T00:00:00","TMAX","GHCND:ASN00085279",",,a,",12.6
"2020-07-27T00:00:00","TMIN","GHCND:ASN00085279",",,a,",9.4
"2020-07-28T00:00:00","PRCP","GHCND:ASN00085279",",,a,",21.8
"2020-07-28T00:00:00","TMAX","GHCND:ASN00085279",",,a,",14
"2020-07-28T00:00:00","TMIN","GHCND:ASN00085279",",,a,",10.7
"2020-07-29T00:00:00","PRCP","GHCND:ASN00085279",",,a,",1.2
"2020-07-29T00:00:00","TMAX","GHCND:ASN00085279",",,a,",15.9
"2020-07-29T00:00:00","TMIN","GHCND:ASN00085279",",,a,",7.9
"2020-07-30T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.2
"2020-07-30T00:00:00","TMAX","GHCND:ASN00085279",",,a,",14.5
"2020-07-30T00:00:00","TMIN","GHCND:ASN00085279",",,a,",6.5
"2020-07-31T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.2
"2020-07-31T00:00:00","TMAX","GHCND:ASN00085279",",,a,",14.4
"2020-07-31T00:00:00","TMIN","GHCND:ASN00085279",",,a,",2
"2020-08-01T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-08-01T00:00:00","TMAX","GHCND:ASN00085279",",,a,",18
"2020-08-01T00:00:00","TMIN","GHCND:ASN00085279",",,a,",3
"2020-08-02T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-08-02T00:00:00","TMAX","GHCND:ASN00085279",",,a,",19.9
"2020-08-02T00:00:00","TMIN","GHCND:ASN00085279",",,a,",5.8
"2020-08-03T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-08-03T00:00:00","TMAX","GHCND:ASN00085279",",,a,",15.2
"2020-08-03T00:00:00","TMIN","GHCND:ASN00085279",",,a,",4.3
"2020-08-04T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.8
"2020-08-04T00:00:00","TMAX","GHCND:ASN00085279",",,a,",11.4
"2020-08-04T00:00:00","TMIN","GHCND:ASN00085279",",,a,",4.2
"2020-08-05T00:00:00","PRCP","GHCND:ASN00085279",",,a,",12.4
"2020-08-05T00:00:00","TMAX","GHCND:ASN00085279",",,a,",12.7
"2020-08-05T00:00:00","TMIN","GHCND:ASN00085279",",,a,",3.5
"2020-08-06T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-08-06T00:00:00","TMAX","GHCND:ASN00085279",",,a,",12
"2020-08-06T00:00:00","TMIN","GHCND:ASN00085279",",,a,",4.5
"2020-08-07T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-08-07T00:00:00","TMAX","GHCND:ASN00085279",",,a,",11.7
"2020-08-07T00:00:00","TMIN","GHCND:ASN00085279",",,a,",1.8
"2020-08-08T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.4
"2020-08-08T00:00:00","TMAX","GHCND:ASN00085279",",,a,",13.9
"2020-08-08T00:00:00","TMIN","GHCND:ASN00085279",",,a,",5.9
"2020-08-09T00:00:00","PRCP","GHCND:ASN00085279",",,a,",4
"2020-08-09T00:00:00","TMAX","GHCND:ASN00085279",",,a,",14.5
"2020-08-09T00:00:00","TMIN","GHCND:ASN00085279",",,a,",8.1
"2020-08-10T00:00:00","PRCP","GHCND:ASN00085279",",,a,",1.2
"2020-08-10T00:00:00","TMAX","GHCND:ASN00085279",",,a,",14.5
"2020-08-10T00:00:00","TMIN","GHCND:ASN00085279",",,a,",4.4
"2020-08-11T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-08-11T00:00:00","TMAX","GHCND:ASN00085279",",,a,",16
"2020-08-11T00:00:00","TMIN","GHCND:ASN00085279",",,a,",1.4
"2020-08-12T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.4
"2020-08-12T00:00:00","TMAX","GHCND:ASN00085279",",,a,",17.3
"2020-08-12T00:00:00","TMIN","GHCND:ASN00085279",",,a,",6.3
"2020-08-13T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-08-13T00:00:00","TMAX","GHCND:ASN00085279",",,a,",19.8
"2020-08-13T00:00:00","TMIN","GHCND:ASN00085279",",,a,",6.4
"2020-08-14T00:00:00","PRCP","GHCND:ASN00085279",",,a,",1.8
"2020-08-14T00:00:00","TMAX","GHCND:ASN00085279",",,a,",18.2
"2020-08-14T00:00:00","TMIN","GHCND:ASN00085279",",,a,",7.6
"2020-08-15T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-08-15T00:00:00","TMAX","GHCND:ASN00085279",",,a,",14.9
"2020-08-15T00:00:00","TMIN","GHCND:ASN00085279",",,a,",8.5
"2020-08-16T00:00:00","PRCP","GHCND:ASN00085279",",,a,",4
"2020-08-16T00:00:00","TMAX","GHCND:ASN00085279",",,a,",12.8
"2020-08-16T00:00:00","TMIN","GHCND:ASN00085279",",,a,",10.4
"2020-08-17T00:00:00","PRCP","GHCND:ASN00085279",",,a,",15
"2020-08-17T00:00:00","TMAX","GHCND:ASN00085279",",,a,",15.6
"2020-08-17T00:00:00","TMIN","GHCND:ASN00085279",",,a,",10.5
"2020-08-18T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0
"2020-08-18T00:00:00","TMAX","GHCND:ASN00085279",",,a,",18.1
"2020-08-18T00:00:00","TMIN","GHCND:ASN00085279",",,a,",6
"2020-08-19T00:00:00","PRCP","GHCND:ASN00085279",",,a,",1
"2020-08-19T00:00:00","TMAX","GHCND:ASN00085279",",,a,",16
"2020-08-19T00:00:00","TMIN","GHCND:ASN00085279",",,a,",6.4
"2020-08-20T00:00:00","PRCP","GHCND:ASN00085279",",,a,",2.2
"2020-08-20T00:00:00","TMAX","GHCND:ASN00085279",",,a,",15.6
"2020-08-20T00:00:00","TMIN","GHCND:ASN00085279",",,a,",6.6
"2020-08-21T00:00:00","PRCP","GHCND:ASN00085279",",,a,",2
"2020-08-21T00:00:00","TMAX","GHCND:ASN00085279",",,a,",13.6
"2020-08-21T00:00:00","TMIN","GHCND:ASN00085279",",,a,",6.8
"2020-08-22T00:00:00","PRCP","GHCND:ASN00085279",",,a,",0.2
"2020-08-22T00:00:00","TMAX","GHCND:ASN00085279",",,a,",12.1
